단원명,문제번호,문제,정답,해설
2-1. 경매절차,107,매각허가결정에 대하여 항고하고자 하는 사람은 보증으로 최저 매각가격의 10분의 1에 해당하는 금전을 공탁해야 한다.,X,매수신청보증은 최저매각가격의 10분의 1 항고보증금은 매각대금의 10분의 1
2-1. 경매절차,108,매각허가결정이 확정되면 매수인은 법원이 정한 대금지급기일 에 매각대금을 지급해야 한다.,X,대금지급기한까지 주의해야 해요.
2-1. 경매절차,109,매수인은 매각대금이 지급되어 법원사무관 등이 소유권이전등 기를 촉탁한 때에 매각의 목적인 권리를 취득한다.,X,"소유권을 취득하는 시기를 묻는 지문이에 요, 매수인은 매각대금을 다 낸 때 매각의 목적인 권리를 취득한다."
2-1. 경매절차,110,차순위매수신고인은 매각기일이 종결된 때 즉시 매수신청의 보 증을 똘려줄 것을 요구할 수 있다.,X,"2등부터 꼴등까지는 매각기일이 종결된 때, 2등(차순위)은 매수인이 매각대금을 완납한 때 돌려받아요"
2-1. 경매절차,111,"매수인이 대금지급기한까지 그 의무를 완전히 이행하지 아니하 였고, 차순위매수신고인이 없는 때에는 법원은 직권으로 부동 산의 재매각을 명하여야 한다",O,잔금 안 내면 '재매각
2-1. 경매절차,112,"재매각 절차에서는 종전의 최저매각가격, 그 밖의 매각조건을 적용한다.",O,재매각은 최저매각가격을 저감시키지 않 아요
2-1. 경매절차,113,재매각절차에서 전의 매수인은 매수신청을 할 수 있다.,X,"재매각에서 전 매수인은 매수신청을 할 수없고요, 매수신청보증도 돌려달라 할 수없어요"
2-2. 권리분석,114,담보목적이 아닌 최선순위 소유권이전등기청구권 보전의 가등 기는 매각으로 소멸하지 않는다.,O,"저당권, 근저당권, 압류, 가압류, 담보가 등기(5개 권리)는 매각으로 항상 소멸하 고지상권, 지역권, 전세권, 임차권, 보전 가등기)는 5개 권리보다 선순위에 있으면 인수되고, 5개 권리보다 후순위에 있으면 소멸돼요."
2-2. 권리분석,115,담보가등기 권리는 그 부동산의 매각에 의하여 소멸된다.,O,5개 권리는 항상 소멸
2-2. 권리분석,116,최선순위 전세권은 전세권자가 배당요구를 하더라도 매수인이 인수한다.,X,선순위 전세권은 배당요구를 하면 소멸해요
2-2. 권리분석,117,"최선순위의 전세권자는 배당요구 없이도 우선변제를 받을 수 있으며, 이때 전세권은 매각으로 소멸한다.",X,선순위 전세권은 배당요구를 하지 않으면 배당을 받을 수 없고 인수돼요.
2-2. 권리분석,118,최선순위의 지상권은 경매절차의 매수인이 인수한다.,O,1번 해설을 보세요.
2-2. 권리분석,119,후순위 저당권자가 경매신청을 하였더라도 매각부동산 위의 모 든 저당권은 매각으로 소멸된다.,O,모든 저당권은 경매로 소멸하니까요.
2-2. 권리분석,120,부동산에 대한 경매개시결정의 기입등기 전에 유치권을 취득한 자는 경매절차의 매수인에게 자기의 유치권으로 대항할 수 있다.,O,경매등기 전에 성립된 유치권자는 경락인 에게 대항할 수 있어요.
2-2. 권리분석,121,유치권자는 유치권이 성립된 목적물을 경매로 매수한 자에 대 하여 그 피담보채권의 변제를 청구할 수 있다.,X,유치권자는 경락인에 대하여 그 피담보채 권의 변제가 있을 때까지 유치목적물인 부 동산의 인도를 거절할 수 있을 뿐이고 그 피담보채권의 변제를 청구할 수는 없어요.
2-2. 권리분석,122,매수인은 매각부동산 위의 유치권자에게 그 유치권으로 담보하 는 채권을 변제할 책임이 없다.,X,매수인은 유치권자에게 그 유치권으로 담 보하는 채권을 변제할 책임이 있다.
2-2. 권리분석,123,압류의 효력이 발생한 후에 경매목적물의 점유를 취득한 유치 권자는 매수인에게 대항할 수 없다.,O,매등기(압류) 후에 점유를 취득한 유치 권자는 매수인에게 대항할 수 없어요.
"3-3. 매수신청대리인 등록, 대리권범위",124,미등기건물은 매수신청대리의 대상물이 될 수 없다.,X,미등기 건물도 경매신청이 가능하므로 매 수신청대리 대상물이 될 수 있지요
"3-3. 매수신청대리인 등록, 대리권범위",125,매수신청대리인이 되려면 관할 지방자치단체의 장에게 매수신 청대리인 등록을 하여야 한다.,X,지방법원장에게 등록해야죠
"3-3. 매수신청대리인 등록, 대리권범위",126,공인중개사인 개업공인중개사는 매수신청대리인으로 등록하지 않더라도 경매대상 부동산에 대한 권리분석 및 알선을 할 수 있다.,O,경매 매수신청대리를 위해서만 법원에 등 록하는 것이니까요.
"3-3. 매수신청대리인 등록, 대리권범위",127,공인중개사는 중개사무소 개설등록을 하지 않으면 매수신청대 리인으로 등록할 수 없다.,O,공인중개사 또는 법인으로서 중개사무소 개설등록을 먼저 해야 매수신청대리인으 로 등록할 수 있어요.
"3-3. 매수신청대리인 등록, 대리권범위",128,소속공인중개사는 매수신청대리인 등록을 신청할 수 있다.,X,소공은 대리등록 안 돼요.
"3-3. 매수신청대리인 등록, 대리권범위",129,모든 개업공인중개사가 매수신청대리인으로 등록할 수 있는 것 은 아니다.,O,부칙상 개공은 매수신청대리를 할 수 없 으니까요.
"3-3. 매수신청대리인 등록, 대리권범위",130,개업공인중개사는 매수신청대리 보수표를 중개사무소 안의 보 기 쉬운 곳에 게시해야 한다.,O,"매수신청대리 등록증, 매수신청대리 보수 표를 게시해야해요."
"3-3. 매수신청대리인 등록, 대리권범위",131,개업공인중개사는 등록신청일 전 1년 이내에 지방법원장이 지 정하는 교육기관에서 부동산경매에 관한 실무교육을 이수해야 한다.,X,"매수신청대리 등록은 '지방법원장'에게, 매수신청대리 실무교육은 ‘법원행정처장 바뀌지 않도록 주의!"
"3-3. 매수신청대리인 등록, 대리권범위",132,법인인 개업공인중개사의 경우 대표자 및 임원 또는 사원 전원 이 경매 실무교육을 받아야 한다.,X,경매실무교육은 법인의 경우 대표자만 받 아요
"3-3. 매수신청대리인 등록, 대리권범위",133,폐업신고를 하여 매수신청대리인 등록이 취소된 후 3년이 지나 지 않은 자는 매수신청대리인 등록을 할 수 없다.,X,중개업의 폐업 및 대리업의 폐업은 매수 신청대리 절대적 등록취소사유이고 이를 이유로 대리 등록취소가 된 경우는 결격 에 해당하지 않는 것이 당연하죠.
"3-3. 매수신청대리인 등록, 대리권범위",134,민사집행법 규정에 따른 차순위매수신고를 대리할 수 있다.,O,7가지 대리할 수 있는 업무예요.
"3-3. 매수신청대리인 등록, 대리권범위",135,매수신청대리의 위임을 받아 민사집행법에 따른 공유자의 우 선매수신고를 할 수 있다.,O,이것도 대리할 수 있고
"3-3. 매수신청대리인 등록, 대리권범위",136,공유자의 우선매수신고에 따라 차순위매수신고인으로 보게 되 는 경우 그 차순위매수신고인의 지위를 포기하는 행위는 매수 신청대리권의 범위에 속하지 않는다.,O,이것도 대리할 수 있으며
"3-3. 매수신청대리인 등록, 대리권범위",137,매수신청대리의 위임을 받아 민사집행법의 규정에 따른 매수 신청보증의 제공을 할 수 있다.,O,이것도 대리할 수 있어요.
"3-3. 매수신청대리인 등록, 대리권범위",138,매수신청대리의 위임을 받아 법원의 매각허가결정에 대하여 항 고할 수 있다.,X,이건 못해요. 즉시항고(×)
"3-3. 매수신청대리인 등록, 대리권범위",139,입목에 관한 법률에 따른 입목은 매수신청대리의 대상물이 될 수 없다.,X,"목, 광업재단, 공장재단: 중개대상물ㅇ 부동산거래신고X, 매수신청대리ㅇ"
"3-3. 매수신청대리인 등록, 대리권범위",140,매수신청대리인으로 등록한 개업공인중개사는 업무를 개시하 기 전에 보증보험 또는 공제에 가입하거나 공탁을 해야 한다.,X,중개업: 등록을 한 때에는 업무개시 전에 대리: 매수신청대리 등록신청 전에 매수신청대리에서는 대리인으로 등록을 하고 업무개시 전에라고 나오면 틀려요.
"3-3. 매수신청대리인 등록, 대리권범위",141,매수신청대리인이 되고자 하는 개업공인중개사는 보증보험 또 는 협회의 공제에 가입하거나 공탁을 해야 한다.,O,이렇게 해야 옳은 지문이 돼요.
"3-3. 매수신청대리인 등록, 대리권범위",142,손해배상책임을 보장하기 위한 보증은 매수신청대리인 등록기 준에 해당한다.,X,"등록요건이란 등록신청 전에 미리 갖출 요건을 말하니 보증은 중개사무소 개설등 록기준(×), 매수신청대리 등록기준(○)"
"3-3. 매수신청대리인 등록, 대리권범위",143,중개업과 매수신청대리의 경우 공인중개사인 개업공인중개사 가 손해배상책임을 보장하기 위한 보증을 설정해야 하는 금액 은 같다.,O,"법인 4억원, 분사무소마다 2억원, 공인중 개사 2억원"
"3-3. 매수신청대리인 등록, 대리권범위",144,개업공인중개사는 매수신청대리인이 된 사건에 있어서 매수신 청으로서 매수신청을 하는 행위를 해서는 아니 된다.,O,매수신청대리 금지행위죠
"3-3. 매수신청대리인 등록, 대리권범위",145,개업공인중개사가 중개사무소를 이전한 경우 그 날부터 10일 이내에 관할 지방법원장에게 그 사실을 신고하여야 한다.,O,"개업공인중개사는 아래 사유가 있을 때마다 10일 이내 지방법원장에게 신고해야 한다. 1. 중개사무소 이전, 분사무소설치 중개업의 휴업·폐업 2. 자격취소·자격정지, 중개업 등록 취소·업무정지"
3-4. 매수신청대리 절차,146,개업공인중개사는 대리행위를 할 경우에는 매각장소 또는 집행 법원에 직접 출석해야 한다.,O,그렇죠.
3-4. 매수신청대리 절차,147,개업공인중개사는 매수신청대리 사건카드에 위임받은 사건에 관한 사항을 기재하고 서명날인 한 후 이를 3년간 보존해야한다.,X,"매수신청대리 사건카드 5년, 매수신청대 리 확인·설명서는 사건카드에 철하여 5년"
3-4. 매수신청대리 절차,148,개업공인중개사는 매수신청대리 사건카드에 중개행위에 사용 하기 위해 등록한 인장을 사용하여 서명날인 해야 한다.,O,"사건카드, 대리 확인·설명서, 보수 영수 증에는 중개행위를 하기 위해 등록관청에 등록한 인장으로 서명날인 해야 해요"
3-4. 매수신청대리 절차,149,개업공인중개사가 매수신청대리를 위임받은 경우 해당 매수신 청대리 대상물의 경제적 가치에 대하여 위임인에게 설명해야 한다.,O,"확인·설명사항은 세 가지: 권리관계, 경 제적가치, 매수인이 부담해야 할 사항"
3-4. 매수신청대리 절차,150,개업공인중개사가 매수신청대리 대상물에 대한 확인·설명 사 항을 서면으로 작성하여 사건카드에 철하여 3년간 보존해야하 며 위임인에게 교부할 필요는 없다.,X,확인·설명서를 작성하여 위임인에게 교 부하고 사건카드에 철하여 5년간 보존
3-4. 매수신청대리 절차,151,개업공인중개사는 매수신청대리에 관한 보수표와 보수에 대하 여 위임인에게 위임계약 전에 설명해야 한다.,O,위임계약이 체결된 때 설명해야 한다고 하면 틀려요.
3-4. 매수신청대리 절차,152,개업공인중개사는 보수를 받은 경우 예규의 양식에 의한 영수 증을 작성하여 서명날인한 후 위임인에게 교부해야 한다.,O,영수증 서식이 있다는 것이 중요해요.
3-4. 매수신청대리 절차,153,보수의 지급시기는 당사자 간 약정이 없으면 매각허가결정일로 한다.,X,보수의 지급시기는 약정이 있으면 약정이 우선하고 약정이 없을 때에는 매각대금의 지급기한일로해요.
3-4. 매수신청대리 절차,154,개업공인중개사가 중개업을 휴업한 경우 관할 지방법원장은 매 수신청대리인 등록을 취소해야 한다.,X,"폐업, 자격취소, 중개업 등록취소: 매수 신청대리 절대적 등록취소 휴업, 자격정지, 중개업 업무정지: 매수 신청대리 절대적 업무정지"
3-4. 매수신청대리 절차,155,매수신청대리인의 공인중개사 자격이 취소된 경우 지방법원장 은 매수신청대리인 등록을 취소해야 한다.,O,"폐업·취소는 절등취, 휴업·정지는 절업"
3-4. 매수신청대리 절차,156,개업공인중개사가 중개사무소 개설등록이 취소된 경우 시·도 지사는 매수신청대리인 등록을 취소해야 한다.,X,지방법원장이 매수신청대리인 등록취소 처분을 해요.
3-4. 매수신청대리 절차,157,개업공인중개사가 매수신청대리 업무의 정지처분을 받을 수 있 는 기간은 1개월 이상 6개월 이하이다.,X,1개월 이상 2년 이하
3-4. 매수신청대리 절차,158,개업공인중개사가 매수신청대리 업무정지처분을 받은 때에는 업무정지사실을 해당 중개사무소의 출입문에 표시해야 한다.,O,"등록취소는 표시제거, 업무정지는 출입문 에 표시해요."
3-4. 매수신청대리 절차,159,매수신청대리인 등록을 한 개업공인중개사는 법원행정처장이 인정하는 특별한 경우 그 사무소의 간판에 '법원'의 휘장등을 표시할 수 있다.,O,"법원행정처장이 인정하는 특별한 경우를 제외하고는 사무소 간판에 법원의 명칭 휘장 등을 표시할 수 없고, 법원행정처장 이 인정하는 경우에는 표시할 수 있어요."
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
