단원명,문제번호,문제,정답,해설
8. 취득세-부과징수,134,"「지방세법」의 규정에 의하여 기한 후 신고를 한 경우, 납부지연가산세의 100분의 50을 경감한다. ",X,신고불성실 가산세를 감면한다. 
8. 취득세-부과징수,135,취득세의 기한 후 신고는 법정신고기한까지 신고한 경우에 한하여 할 수 있다. ,X,법정신고기한 내 신고하지 아니한 경우 신고기한이 지나고 일정기한 내 기한 후 신고를 할 수 있다. 
8. 취득세-부과징수,136,취득세 신고기한까지 신고하지 아니한 자는 신고기한 만료일부터 30일을 경과하지 아니 한 경우로서 당해 취득세 과세표준과 세액을 결정하여 통지하기 전에 신고한 경우에는 신고불성실가산세 100분의 50을 경감할 수 있다. ,X,"1개월내: 50/100경감, 1개월초과: 30/100경감 , 3개월 초과 : 20/100경감"
8. 취득세-부과징수,137,취득세와 등록면허세는 소액징수면제 제도가 적용되지 아니한다. ,O,옳은지문
8. 취득세-부과징수,138,"유상취득시(농지 제외) 취득세의 표준세율은 4%이며, 취득가액이 50만원 이하인 경우에는 취득세를 부과하지 않는다. ",O,옳은지문
8. 취득세-부과징수,139,상속으로 인하여 취득세 과세물건을 취득한 자는 상속개시일이 속하는 달의 말일부터 6개 월(납세자가 외국에 주소를 둔 경우에는 9개월)이내에 취득세를 신고·납부하여야 한다. ,O,옳은지문
8. 취득세-부과징수,140,증여에 의하여 부동산을 취득한 경우는 취득일이 속한 달의 말일부터 3개월 이내에 산출한 세액을 신고하고 납부하여야 한다. ,O,옳은지문
8. 취득세-부과징수,141,취득세 납세의무자가 취득세 과세물건을 사실상 취득한 후 신고를 하지 아니하고 매각하 는 경우에는 산출세액의 100분의 50을 가산한 금액을 세액으로 하여 보통징수 방법으로 징수한다. ,X,80/100을 가산하여 보통징수한다. 
8. 취득세-부과징수,142,토지를 취득한 자가 그 취득한 날부터 1년 이내에 그에 인접한 토지를 취득한 경우에는 그 전후의 취득에 관한 토지의 취득을 1건의 토지 취득으로 보아 면세점을 적용한다. ,O,옳은지문
8. 취득세-부과징수,143,재산권을 공부에 등기하려는 경우에는 등록관청에 등기 또는 등록신청서를 접수하는 날 까지 취득세를 신고하고 납부하여야 한다. ,O,옳은지문
8. 취득세-부과징수,144,지방자치단체의 장은 취득세 납세의무가 있는 법인이 장부 등의 작성과 보존의무를 이행 하지 아니한 경우에는 산출된 세액 또는 부족세액의 100분의 10에 상당하는 금액을 징수 하여야 할 세액에 가산한다. ,O,옳은지문
8. 취득세-부과징수,145,취득세 납세지가 분명하지 아니한 경우에는 해당 취득물건의 소유자의 주소지를 그 납세지로 한다. ,X,부동산 소재지를 납세지로 한다. 
9. 등록면허세 ,146,등록면허세는 재산권 기타 권리의 설정·변경 또는 소멸에 관한 사항을 공부에 등기 또는 등록(등재 포함)하는 경우에 그 등록을 받는 자가 납세의무자가 된다. ,O,옳은지문
9. 등록면허세 ,147,갑(甲) 소유의 미등기 건물에 대하여 채권자인 을(乙)이 채권확보를 위하여 법원의 판결을 받아 갑(甲)의 명의로 등기할 경우 등록면허세 납세의무는 갑(甲)에게 있다. ,O,옳은지문
9. 등록면허세 ,148,취득세 부과제척기간이 경과한 주택의 등기나 취득가액이 50만원 이하인 차량의 등록의 경우에는 등록면허세를 부과한다. ,O,옳은지문
9. 등록면허세 ,149,등기 또는 등록이 된 후 무효 또는 취소로 등기 · 등록이 말소되는 경우에도 이미 납부한 등록면허세는 과오납으로 환급할 수 없다. ,O,옳은지문
9. 등록면허세 ,150,등록을 하려는 자가 법정신고기한까지 등록면허세 산출세액을 신고하지 아니한 경우로 서 등록을 하기 전까지 그 산출세액을 납부한 때에도 지방세기본법에 따른 무신고가산세 가 부과된다. ,X,등록을 하려는 자가 법정신고기한까지 등록면허세 산출세액을 신고하지 아니한 경우로서 등록을 하기 전까지 그 산출세액을 납부를 하면 무신고가산세를 부과하지 아니한다. 
9. 등록면허세 ,151,취득세 제척기간이 경과한 물건의 등기 등록의 경우 등록당시가액과 취득당시가액 중 높은 금액을 과세표준으로 한다. ,O,옳은지문
9. 등록면허세 ,152,부동산의 등록에 대한 등록면허세의 과세표준은 등록자가 신고한 당시의 가액으로 하고 신고가 없거나 신고가액이 시가표준액보다 많은 경우에는 시가표준액으로 한다. ,X,신고가액이 시가표준액보다 적은 경우에는 시가표준액으로 한다
9. 등록면허세 ,153, 채권금액에 의해 과세액을 정하는 경우에 일정한 채권금액이 없을 때에는 채권의 목적이 된 것 또는 처분의 제한의 목적이 된 금액을 그 채권금액으로 본다. ,O,옳은지문
9. 등록면허세 ,154,법인이 국가로부터 취득한 부동산은 등기 당시에 자산재평가의 사유로 가액이 증가한 것이 그 법인장부로 입증되더라도 재평가 전의 가액을 등록면허세 과세표준으로 한다. ,X,등록당시 자산재 평가나 감가상각으로 가액이 변경된 경우 그 변경된 가액을 과세표준으로 한다.
9. 등록면허세 ,155,신고가액이 시가표준액보다 적은 경우에는 등기 등록당시의 시가표준액을 과세표준으로 한다. ,O,옳은지문
9. 등록면허세 ,156,전세권 설정등기를 말소하는 경우 전세금액을 과세표준으로 한다. ,X,말소등기는 건수를 과세표준으로 한다. 
9. 등록면허세 ,157,"가등기, 가압류, 가처분, 경매신청, 저당권의 설정 중에서 지방세법상 등록면허세 과세표준을 부동산가액을 과세표준으로 할 수 있는 것은 가등기이다. ",O,옳은지문
9. 등록면허세 ,158,부동산 등기에 대한 등록면허세의 세율은 지방자치단체의 조례에 의하여 표준세율의 100분의 50의 범위 내에서 가감할 수 있다. ,O,옳은지문
9. 등록면허세 ,159, 상속으로 인한 소유권 이전 등기의 세율은 부동산 가액의 1천분의 15로 한다. ,X,1천분의 8을 적용한다.
9. 등록면허세 ,160,대도시 밖에 있는 법인의 본점이나 주사무소를 대도시로 전입함에 따른 등기는 법인등기에 대한 세율의 100분의 200을 적용한다. ,X, 100분의 300을 적용한다. 
9. 등록면허세 ,161,부동산 소재지와 부동산 소유자의 주소지가 서로 다른 경우 등록면허세 납세지는 소유자의 주소지로 한다. ,X,부동산 소재지와 주소지가 다른 경우에는 부동산소재지를 납세지로 한다. 
9. 등록면허세 ,162,부동산 등기에 대한 등록면허세의 납세지는 부동산 소재지이나 그 납세지가 분명하지 아니한 경우에는 등록관청 소재지로 한다. ,O,옳은지문
9. 등록면허세 ,163,부동산을 등기하려는 자는 과세표준에 세율을 적용하여 산출한 세액을 등기를 하기전까지 납세지를 관할하는 지방자치단체의 장에게 신고·납부하여야 한다. ,O,옳은지문
9. 등록면허세 ,164,등록면허세 신고금액과 공부상 금액이 다를 경우에는 공부상 금액을 과세표준으로 한다. ,O,옳은지문
9. 등록면허세 ,165,"부동산등기에 대한 등록면허세로서 세액이 6천원 미만인 경우, 해당 등록면허세를 징수하지 아니한다. ",X,"6,000원 미만이면 6,000을 그 세액으로 한다"
9. 등록면허세 ,166,무덤과 이에 접속된 부속시설물의 부지로 사용되는 토지로서 지적공부상 지목이 묘지인 토지에 관한 등기에 대하여는 등록면허세를 부과하지 아니한다. ,O,옳은지문
9. 등록면허세 ,167,지방세의 체납으로 인하여 압류의 등기를 한 재산에 대하여 압류해제의 등기를 할 경우 등록면허세가 비과세된다. ,O,옳은지문
9. 등록면허세 ,168,등록면허세의 경우 채권자 대위자는 납세의무자를 대위하여 부동산의 등기에 대한 등록면허세 를 신고·납부할 수 있다. 이 경우 채권자 대위자는 행정안전부령이 정하는 바에 따라 납부확인서를 발급받을 수 있다. ,O,옳은지문
10.재산세 ,169,재산세 과세대상인 토지의 정의는 종합부동산세 과세대상 토지의 정의와 다르다. ,X,정의는 동일하고 과새범위는 다르다
10.재산세 ,170,재산세의 과세대상인 주택은 부속토지를 제외한 주거용 건축물을 말한다. ,X,재산세 과세대상은 주택은 부속토지를 포함한다.
10.재산세 ,171,재산세는 토지·건축물 • 주택 • 선박· 항공기를 과세대상으로 한다. ,O,옳은지문
10.재산세 ,172,재산세 과세대상 토지란 공간정보의 구축 및 관리 등에 관한 법률에 따라 지적공부의 등록대상이 되는 토지와 그 밖에 사용되는 있는 사실상의 토지를 말한다. ,O,옳은지문
10.재산세 ,173,건축물에서 허가를 받지 아니하거나 사용승인을 받지 아니하고 주거용으로 사용하는 면 적이 전체 건축물 면적의 100분의 50 이상인 경우에는 그 건축물 전체를 주택으로 보지 아니하고 그 부속토지는 종합합산대상 토지로 본다. ,O,옳은지문
10.재산세 ,174,체육시설의 설치·이용에 관한 법률의 규정에 의한 회원제 골프장용 부동산 중 구분등록의 대상이 되는 토지는 분리과세대상이다. ,O,옳은지문
10.재산세 ,175,공업지역 내 건축물의 부속토지로서 입지기준면적 이내의 토지는 분리과세대상이다. ,X,건축물 부속토지로 기준면적 이내는 별도합산과세대상이다.
10.재산세 ,176,지방세법상 토지에 대한 재산세를 부과함에 있어서 별도합산과세대상 토지는? 1990년 5월 31일 이전부터 종중이 소유하고 있는 임야 ,X,분리과세
10.재산세 ,177,지방세법상 토지에 대한 재산세를 부과함에 있어서 별도합산과세대상 토지는?  「체육시설의 설치·이용에 관한 법률 시행령」에 따른 회원제 골프장이 아닌 골프장용토지 중 원형이 보전되는 임야 ,X,별도합산
10.재산세 ,178,지방세법상 토지에 대한 재산세를 부과함에 있어서 별도합산과세대상 토지는?  과세기준일 현재 계속 염전으로 실제 사용하고 있는 토지 ,X,분리과세
10.재산세 ,179,지방세법상 토지에 대한 재산세를 부과함에 있어서 별도합산과세대상 토지는? 「도로교통법」에 따라 등록된 자동차운전학원의 자동차운전학원용 토지로서 같은 법에서 정하는 시설을 갖춘 구역 안의 토지 ,X,별도합산
10.재산세 ,180,"여객자동차터미널용 토지, 고급오락장용 토지는 재산세 별도합산대상 토지이다. ",X,분리과세 대상이다.
10.재산세 ,181,건축법 등의 규정에 따라 허가 등을 받아야 할 건축물(공장용 제외)로서 허가 등을 받지 아니한 건축물의 부속토지는 종합합산과세대상이다.,O,옳은지문
10.재산세 ,182, 건축물(공장용 제외)의 시가표준액이 해당 부속토지의 시가표준액의 100분의 2에 미달하는 건축물의 부속토지 중 그 건축물의 바닥면적을 제외한 부속토지는 종합합산대상이다. ,O,옳은지문
10.재산세 ,183,재산세의 과세대상 물건이 공부상 등재현황과 사실상이 현황이 다른 경우에는 공부상 등재현황에 따라 재산세를 부과한다. ,X,공부상 등재현황과 사실상의 현황이 다른 경우에는 사실상 등재현황에 따라 재신세를 부과한다. 
10.재산세 ,184,주택의 부속토지의 경계가 명백하지 아니한 경우 그 주택의 바닥면적의 10배에 해당하는 토지를 주택의 부속토지로 한다. ,O,옳은지문
11. 재산세 과세권자와 납세의무자,185,재산세 납세의무자인지의 해당 여부를 판단하는 기준 시점은 재산세 과세기준일 현재로 한다. ,O,옳은지문
11. 재산세 과세권자와 납세의무자,186,재산세 과세대상 재산의 사용자를 그 재산에 대한 재산세 납세의무자로 하는 경우가 있다. ,O,옳은지문
11. 재산세 과세권자와 납세의무자,187,"재산세 과세대상 재산을 여러 사람이 공유하는 경우, 관할 지방자치단체가 지정하는 공유자 중 1인을 납세의무자로 본다. ",X,지분에 따른 지분권자를 납세의무자로 한다.
11. 재산세 과세권자와 납세의무자,188,주택의 건물과 부속토지의 소유자가 다를 경우 그 주택에 대한 산출세액을 건축물과 그 부속토지의 면적 비율로 안분계산한 부분에 대하여 그 소유자를 납세의무자로 본다. ,X,토지와 건축물의 시가표준액으로 안분 한다
11. 재산세 과세권자와 납세의무자,189,국가와 재산세 과세대상 재산을 연부로 매수계약을 체결하고 그 재산의 사용권을 무상으로 받은 경우 매도계약자가 재산세를 납부할 의무가 있다. ,X,매수계약자가 납세의무자이다.
11. 재산세 과세권자와 납세의무자,190,공부상에 개인 등의 명의로 등재되어 있는 사실상의 종중재산으로서 종중소유임을 신고하지 아니한 경우 종중을 납세의무자로 본다. ,X,신고하면 종중이 납세의무자이고 신고하지 않은 경우 공부상 소유자가 납세의무자이다. 
11. 재산세 과세권자와 납세의무자,191,상속이 개시된 재산으로서 상속등기가 이행되지 아니하고 사실상의 소유자를 신고하지 아니하였을 경우 「민법」상 상속지분이 가장 높은 상속자(상속지분이 가장 높은 상속자가 두 명 이상인 경우에는 그중 연장자)자가 납세의무자이다. ,O,옳은지문
11. 재산세 과세권자와 납세의무자,192,「신탁법」에 따라 수탁자 명의로 등기 · 등록된 신탁재산의 경우로서 위탁자별로 구분된 재산은 수탁자가 납세의무자이다. ,X,위탁자가 납세의무자이다.
11. 재산세 과세권자와 납세의무자,193,국가가 선수금을 받아 조성하는 매매용 토지로서 사실상 조성이 완료된 토지의 사용권을 무상으로 받은 경우 그 사용권을 무상으로 받은 자가 납세의무자이다. ,O,옳은지문
11. 재산세 과세권자와 납세의무자,194,「도시개발법」에 따라 시행하는 환지방식에 의한 도시개발사업 및 「도시 및 주거환경정 비법」에 따른 주택재개발사업의 시행에 따른 환지계획에서 일정한 토지를 환지로 정하 지 아니하고 체비지로 정한 경우 사업시행자가 납세의무자이다. ,O,옳은지문
11. 재산세 과세권자와 납세의무자,195,공부상의 소유자가 매매 등의 사유로 소유권이 변동되었는데도 신고하지 아니하여 사실상의 소유자를 알 수 없을 때에는 공부상 소유자가 납세의무자이다. ,O,옳은지문
11. 재산세 과세권자와 납세의무자,196,5월 31일에 재산세 과세대상 재산의 매매잔금을 수령하고 소유권이전등기를 한 매도인은 재산세 납세의무가 없다. ,O,옳은지문
11. 재산세 과세권자와 납세의무자,197,환지계획에서 일정한 토지를 환지로 정하지 아니하고 체비지로 정한 경우 종전 토지소유자가 재산세 납세의무자이다. ,X,사업시행자가 납세의무자이다.
11. 재산세 과세권자와 납세의무자,198,수탁자 명의로 등기 · 등록된 신탁재산의 수탁자는 과세기준일부터 15일 이내에 그 소재 지를 관할하는 지방자치단체의 장에게 그 사실을 알 수 있는 증거자료를 갖추어 신고하 여야 한다. ,O,옳은지문
12. 재산세 과세표준 및 세율,199,건축물의 재산세 과세표준은 거래가격 등을 고려하여 시장·군수·구청장이 결정한 가액으로 한다. ,X,시가표준액에 공정시장가액비율(70%)을 곱한 금액으로 한다.
12. 재산세 과세표준 및 세율,200,토지의 재산세 과세표준은 개별공시지가로 한다. ,X,개별공시지가에 공정시장가액비율 (70%)을 곱한 금액으로 한다. 
12. 재산세 과세표준 및 세율,201,주택의 과세표준은 법령에 따라 산정한 주택분 재산세 과세표준에 공정시장가액비율을 곱하여 산정한 주택의 과세표준이 법령에 따른 과세표준 상한액보다 큰 경우에는 해당 주택의 과세표준은 과세표준 상한액으로 한다. ,O,옳은지문
12. 재산세 과세표준 및 세율,202,토지의 재산세 과세표준은 법인의 경우 법인장부에 의해 증명되는 가격으로 한다. ,X,"토지의 경우 개인, 법인 모두 시가표준액에 공정시장가액비율 을 곱한 금액을 과세표준으로 한다."
12. 재산세 과세표준 및 세율,203,"지방자치단체의 장은 세율조정이 불가피하다고 인정되는 경우 조례로 정하는 바에 따라 표준세율의 100분의 50의 범위에서 가감할 수 있으며, 가감한 세율은 5년간 적용한다. ",X,가감 조정한 세율은 당해 연도에 한하여 적용한다. 
12. 재산세 과세표준 및 세율,204,"「건축법 시행령」에 따른 다가구주택은 1가구가 독립하여 구분사용할 수 있도록 분리된 부분은 1구의 주택으로 보며, 이 경우 그 부속토지는 건물면적의 비율에 따라 각각 나눈 면적을 1구의 부속토지로 본다. ",O,옳은지문
12. 재산세 과세표준 및 세율,205,"고급주택은 1천분의 40, 그 밖의 주택은 누진세율을 적용한다. ",X,고급주택의 경우 중과세하지 아니하고 일반주택과 동일하게 초과누진세율을 적용한다
12. 재산세 과세표준 및 세율,206,토지와 건물의 구분소유자가 다른 주택에 대해 세율을 적용할 때 해당 주택의 토지와 건물의 가액을 소유자별로 구분 계산한 과세표준에 해당 세율을 적용한다. ,X,토지 건 물의 가액을 합한 금액을 과세표준으로 하여 해당 세율을 적용한다.
12. 재산세 과세표준 및 세율,207,납세의무자가 해당 지방자치단체 관할구역에 소유하고 있는 종합합산과세대상 토지의 가액을 모두 합한 금액을 과세표준으로 하여 종합합산과세대상의 세율을 적용한다. ,O,옳은지문
12. 재산세 과세표준 및 세율,208,납세의무자가 해당 지방자치단체 관할구역에 2개 이상의 주택을 소유하고 있는 경우 그 주택의 가액을 모두 합한 금액을 과세표준으로 하여 주택의 세율을 적용한다. ,X,주택은 합산하지 않고 주택별로 각각의 과세표준에 세율을 적용한다.
12. 재산세 과세표준 및 세율,209,재산세 과세표준을 시가표준액에 공정시장가액비율을 곱하여 산정할 수 있는 대상은 토지와 주택에 한한다. ,X,"토지, 건축물, 주택의 경우 시가표준액에 공정시장가액 비율을 곱하여 산정한다. "
12. 재산세 과세표준 및 세율,210,"과세대상인 건물을 구분함에 있어서 1구의 건물이 주거와 주거 외의 용도에 겸용되는 경우, 주거용으로 사용되는 면적이 전체의 100분의 50 이상인 경우에는 주택으로 본다. ",O,옳은지문
12. 재산세 과세표준 및 세율,211,"고급오락장용 건축물의 재산세는 그 가액의 1,000분의 50의 표준세율이 적용된다. ",X,"고급오락장용 건축물은 1,000분의 40의 세율을 적용한다. "
12. 재산세 과세표준 및 세율,212,별도합산대상토지와 종합합산대상토지 그리고 주택의 경우 표준세율이 초과누진세율로 되어 있다. ,O,옳은지문
12. 재산세 과세표준 및 세율,213,재산세의 세율은 과세대상별로 각각 다르게 규정하고 있으며 초과누진세율과 비례세율 구조로 되어 있다. ,O,옳은지문
12. 재산세 과세표준 및 세율,214,주택의 경우 재산세 산출세액은 지방세법령에 따라 계산한 직전 연도 해당 재산에 대한 재산세액 상당액의 100분의 150에 해당하는 금액을 한도로 한다. ,X,2024년부터 주택분 세부담상한은 폐지되었다. 
13. 재산세 비과세,215,지방자치단체가 유료로 공공용에 사용하는 개인 소유의 토지에는 재산세를 부과한다. ,O,옳은지문
13. 재산세 비과세,216,국가·지방자치단체 및 지방자치단체조합이 1년 이상 공용 또는 공공용에 사용하는 재산에 대하여는 그 사용의 유·무상을 불문하고 재산세를 부과하지 아니한다. ,X,무상으로 사용하는 경우에 재산세를 부과하지 아니한다.
13. 재산세 비과세,217,임시로 사용하기 위하여 건축된 건축물로서 재산세 과세기준일 현재 존속기간이 1년 미만인 경우 재산세를 부과하지 아니한다. ,O,옳은지문
13. 재산세 비과세,218,재산세를 부과하는 해당 연도에 철거하기로 계획이 확정되어 재산세 과세기준일 현재 행정관청 으로부터 철거 명령을 받은 주택과 그 부속토지인 대지는 재산세를 부과하지 아니 한다. ,X,건축물의 경우에만 비과세 하고 대지는 과세한다. 
13. 재산세 비과세,219,도로법에 따른 도로와 그 밖에 일반인의 자유로운 통행을 위하여 제공할 목적으로 개설 한 사설도로(건축법 시행령 제80조의 2에 따른 대지 안의 공지는 제외)는 재산세를 부과 하지 아니한다. ,O,옳은지문
13. 재산세 비과세,220,산림자원의 조성 및 관리에 관한 법률에 따라 지정된 채종림 시험림은 재산세를 부과하지 아니한다. ,O,옳은지문
13. 재산세 비과세,221,군사기지 및 군사시설보호법에 따른 군사기지 및 군사시설보호구역에 있는 전 답은 재산세를 비과세한다. ,X,전·답·과수원 대지는 비과세하지 아니한다. 
14. 재산세 부과징수,222,주택의 납세지는 주택 소유자의 주소지를 관할하는 시·군·지방자치단체인 구이다. ,X,주택은 주택의 소재지 관할 시·군·구가 납세지이다. 
14. 재산세 부과징수,223,건축물에 대한 재산세 납기는 매년 7월 16일부터 7월 31일까지이다. ,O,옳은지문
14. 재산세 부과징수,224,지방자치단체의 장은 재산세 납부세액이 1천만 원을 초과하는 경우 납세의무자의 신청 을 받아 관할구역에 관계없이 해당 납세자의 부동산에 대하여 법령으로 정하는 바에 따 라 물납을 허가할 수 있다. ,X,재산세 물납은 관할구역 내 소재하 는 부동산에 한하여 물납이 가능하다. 
14. 재산세 부과징수,225,불허가 통지를 받은 납세의무자가 그 통지를 받은 날부터 10일 이내에 다른 부동산으로 변경 신청하는 경우에는 변경하여 허가할 수 있다.,O,옳은지문
14. 재산세 부과징수,226,물납허가를 받은 부동산을 물납한 때에는 납기 내에 납부한 것으로 본다. ,O,옳은지문
14. 재산세 부과징수,227,물납신청을 받은 부동산이 관리 · 처분상 부적당하다고 인정되는 경우에는 허가를 하지 아니할 수 있다. ,O,옳은지문
14. 재산세 부과징수,228,재산세 납부세액이 250만원을 초과하여 재산세를 분할 납부하려는 자는 재산세 납부기한까지 법령으로 정하는 신청서를 시장·군수에게 제출하여야 한다. ,O,옳은지문
14. 재산세 부과징수,229,"해당 연도에 부과할 토지분 재산세액이 20만원 이하인 경우, 조례로 정하는 바에 따라 납기를 7월 16일부터 7월 31일까지로 하여 한꺼번에 부과·징수할 수 있다. ",X,토지가 아니라 주택의 경우에 해당한다.
14. 재산세 부과징수,230,지방자치단체의 장은 과세대상의 누락 등으로 인하여 이미 부과한 재산세액을 변경하여야 할 사유가 발생하더라도 수시로 부과·징수할 수 없다. ,X,수시로 부과·징수할 수 있다. 
14. 재산세 부과징수,231,재산세 물납을 허가하는 부동산의 가액은 매년 12월 31일 현재의 시가로 평가한다. ,X,과세기준일 현재 시가에 의한다. 
14. 재산세 부과징수,232,물납 신청 후 불허가 통지를 받은 경우에 해당 시·군·구의 다른 부동산으로의 변경신청은 허용되지 않으며 금전으로만 납부하여야 한다.,X,물납의 경우 불허 가를 하면 불허가 통지를 받은 날로부터 10일 이내에 다른 부동산으로 물납을 신청하면 변경하여 물납을 할 수 있다
14. 재산세 부과징수,233,고지서 1장당 재산세로 징수할 세액이 2천원인 경우에는 해당 재산세를 징수하지 아니한다. ,X,"2,000원인 경우에는 재산세를 징수한다."
14. 재산세 부과징수,234,소방분지역자원시설세의 경우에도 재산세에 병기고지 되는 경우 재산세를 분납하는 경우에는 분납이 가능하다. ,O,옳은지문
14. 재산세 부과징수,235,「신탁법」에 따라 수탁자 명의로 등기된 신탁재산에 대한 재산세가 체납된 경우로서 그 위탁자의 다른 재산에 대하여 체납처분을 하여도 징수할 금액에 미치지 못할 때에는 해 당 신탁재산의 수탁자는 그 신탁재산으로 위탁자의 재산세 등을 납부할 의무가 있다. ,O,옳은지문
14. 재산세 부과징수,236,"재산세를 징수하려면 토지, 건축물, 주택, 선박 및 항공기로 각각 구분된 납세고지서에 과세표준과 세액을 적어 늦어도 납기개시 5일 전까지 발급하여야 한다. ",O,옳은지문
14. 재산세 부과징수,237,"소유권 등이 변동된 재산은 과세기준일로부터 15일 이내에 그 내용을 신고하여야 하며, 신고를 하지 아니한 경우에는 무신고가산세 20/100을 부과한다. ",X,신고를 하지 않아도 신고불성실가산세는 부과되지 않는다.
14. 재산세 부과징수,238,재산세 납부세액이 600만원인 경우 300만원은 납부기한이 지난 날로부터 2개월 이내에 분납할 수 있다. ,X, 3개월 이내 분납할 수 있다 
14. 재산세 부과징수,239,토지에 대한 재산세는 납세의무자별로 한 장의 납세고지서로 발급하여야 한다. ,O,옳은지문
14. 재산세 부과징수,240,재산세 납세의무는 과세표준과 세액을 지방자치단체에 신고하여 확정된다. ,X,재산세는 과세권자가 결정하는 때 납세의무가 확정된다. 
15. 종합부동산세,241,국내에 있는 재산세 과세대상인 주택의 공시 가격을 합산한 금액이 9억원(1세대 1주택 탄 특명의는 12억원)을 초과하는 경우에는 해당 주택 소유자는 종합부동산세 납세의무자에 해당한다. ,O,옳은지문
15. 종합부동산세,242,과세대상 토지가 매매로 유상이전되는 경우로서 매매계약서 작성일이 2005년 6월 1일이 고 잔금지급 및 소유권이전등기일이 2025년 6월 29일인 경우 종합부동산세의 납세의무 자는 매도인이다. ,O,옳은지문
15. 종합부동산세,243,「건축법」 등 관계법령에 따라 허가 등을 받아야 할 건축물로서 허가 등을 받지 아니한 건축물의 부속토지는 종합부동산세의 과세대상에 해당한다. ,O,옳은지문
15. 종합부동산세,244,종합부동산세의 과세대상인 주택의 범위는 재산세의 과세대상인 주택의 범위와 다르다,O,옳은지문
15. 종합부동산세,245,과세기준일 현재 토지분 재산세의 납세의무자로서 자연공원법에 따라 지정된 공원자연환경지구의 임야를 소유하는 자는 토지에 대한 종합부동산세를 납부할 의무가 있다. ,X,공원자연환경지구 내 임야는 분리과세대상으로 종합부동산세 과세대상에 해당하지 아니한다.
15. 종합부동산세,246,공장용 건축물의 경우 종합부동산세 과세대상이 아니다. ,O,옳은지문
15. 종합부동산세,247, 종합부동산세의 과세기준일은 지방세법상 재산세의 과세기준일과 동일하다. ,O,옳은지문
15. 종합부동산세,248,1주택(주택의 부속토지만을 소유한 경우는 제외)과 다른 주택의 부속토지(주택의 건물과 부속토지의 소유자가 다른 경우의 그 부속토지)를 함께 소유하고 있는 경우는 1세대 1주택 자로 본다. ,O,옳은지문
15. 종합부동산세,249,국내에 있는 부부공동명의(지분비율이 통일함)로 된 1세대 1주택의 공시가격이 10억원인 경우 종합부동산세 과세대상이 아니다. ,O,옳은지문
15. 종합부동산세,250,주택분 재산세의 납세의무자로서 주택분 과세기준금액을 초과하는 자는 종합부동산세뿐만 아니라 재산세도 세대별로 합산하여 과세된다. ,X,종합부동산세와 재산세(재산세는 별도합산대상토지 와 종합합산대상토지의 경우에만 합산한다) 모두 세대별 합산하지 아니하고 소유자별로 과세한다. 
15. 종합부동산세,251,과세기준일 현재 만 60세 이상인 자가 보유하고 있는 종합부동산세 과세대상인 토지에 대하여는 연령에 따른 세액공제를 받을 수 있다. ,X, 연령에 따른 세액공제는 1세대 1주택자의 경우에 한하여 적용한다.
15. 종합부동산세,252,납세의무자가 해당 년도에 납부하여야 할 토지분 종합부동산세의 세부담 상한액은 직전년도에 부과된 종합부동산세액의 100분의 300이다. ,X,토지와 주택 모두 종합부동산세 세부담상한은 100분의 150이다. 
15. 종합부동산세,253,주택분 과세기준금액을 초과하는 금액에 대하여 당해 과세대상 주택의 주택분 재산세로 부과된 세액은 주택분 종합부동산세액에서 이를 공제한다. ,O,옳은지문
15. 종합부동산세,254,혼인함으로써 1세대를 구성하는 경우에라도 혼인한 날부터 5년 동안은 주택 또는 토지를 소유하는 자와 그 혼인한 자별로 각각 1세대로 본다. ,X,혼인한 날로부터 10년동안은 각각 1세대로 본다.
15. 종합부동산세,255, 주택분 종합부동산세 납세의무자가 1세대 1주택자에 해당하는 경우의 주택분 종합부동 산세액 계산시 연령에 따른 세액공제와 보유기간에 따른 세액공제는 공제율 합계 100분 의 80의 범위에서 중복하여 적용할 수 있다. ,O,옳은지문
15. 종합부동산세,256,주택에 대한 종합부동산세의 과세표준은 납세의무자별로 주택 공시가격을 합한 금액에 서 9억원(1세대 1주택 단독명의자 12억원)을 공제한 금액에 공정시장가액비율을 곱한 금액으로 한다. ,O,옳은지문
15. 종합부동산세,257,"개인이 소유한 2주택에 대한 종합부동산세는 과세표준에 7단계 초과누진세율(5/1,000 ~27/1,000)을 적용하여 계산한 금액을 그 세액으로 한다. ",O,옳은지문
15. 종합부동산세,258,관할세무서장은 종합부동산세로 납부하여야 할 세액이 400만원인 경우 최대 150만원의 세액을 납부기한 경과한 날로부터 6개월 이내에 분납하게 할 수 있다. ,O,옳은지문
15. 종합부동산세,259,납세의무자가 거주자인 개인인 경우 납세지는 소득세법상 납세지 규정을 준용한다. ,O,옳은지문
15. 종합부동산세,260,지방세특례제한법에 의한 재산세의 감면규정은 종합부동산세를 부과함에 있어서 이를 준용한다. ,O,옳은지문
15. 종합부동산세,261,종합부동산세는 부과·징수가 원칙이며 납세의무자의 선택에 의하여 신고납부도 가능하다. ,O,옳은지문
15. 종합부동산세,262,"관할세무서장은 납부하여야 할 종합부동산세의 세액을 결정하여 당해 연도 12월 1일부 터 12월 15일까지 부과·징수한다. 다만, 예외적으로 신고납부할 수 있으며 이 경우 관할 세무서장의 결정은 없었던 것으로 본다. ",O,옳은지문
15. 종합부동산세,263,종합부동산세는 물납과 분납 제도를 두고 있지 아니하다. ,X,종합부동산세는 물납은 적용하지 아니하지만 분납은 가능하다
